DOC_ID	LABEL	RATING	VERIFIED_PURCHASE	PRODUCT_CATEGORY	PRODUCT_ID	PRODUCT_TITLE	REVIEW_TITLE	REVIEW_TEXT
10639	__label2__	5	Y	Jewelry	B006QEXIGW	.925 Sterling Silver 6mm Round Shape Black Cubic Zirconia Stud Earrings	wonderful everyday studs	These were an impulse purchase and I am so happy I listened to some of the other great reviews!  They are nice quality especially for the low price, and look beautiful on.  They're just the right small size for everyday and I find that they're ideal when I am wearing an attention-getting necklace or bracelet as they don't steal the spotlight at all.  I haven't had any problems at all with the backs falling off of mine, and they feel secure - so it seems possible that this has been improved since previous reviews were written.  I am very pleased with these earrings and would definitely repeat this purchase.
10640	__label2__	3	Y	Home Improvement	B000FPCI82	Leviton 88003 1-Gang Duplex Device Receptacle Wallplate, Standard Size, Thermoset, Device Mount, White	could be better	this wall plate could be a little better when i got it the wall plate had a lot of extra plastic still on it which I'm not to impressed with compared with other brands like cooper wiring devices and pass and seymour
10641	__label2__	5	Y	Home Improvement	B001B1C8Q6	Westinghouse 7861400 Industrial 56-Inch Three-Blade Ceiling Fan with Ball Hanger Installation System, Brushed Nickel	A must for an industrial look	Looks great, makes a significant amount of noise when running even on a medium setting but overall it's quiet(the motor itself doesn't make noise.. just the fan blades cutting through the air)
10642	__label2__	4	N	Health & Personal Care	B00AJLYM4A	Windex Touch Up Antibacterial Cleaner Bathroom Fresh Scent, 10 Ounce	Love the concept	I would give this product 5 stars if it weren't for the cleaner itself- it is antibacterial which I prefer not to use. The directions also say you must wash your hands after use so I am sure the cleaner must have a lot of strong chemicals. I prefer using milder cleaners. On the other hand, the main reason I bought this item is that I was hoping it was refillable, and it is! I normally wipe down the counters everyday and this involves taking the spray bottle out and spraying everywhere. With this product it takes much less time.
10643	__label2__	5	Y	PC	B005ES0YYA	Kingston USB 3.0 Memory Card Reader FCR-HS3	Excellent reader works perfectly	Worked with every card I tried and is easy to setup and use. I Highly recommended this card reader for anyone who needs one.
10644	__label2__	2	Y	Video DVD	B00LMBUQPK	Nightbreed: The Director's Cut (Limited Edition) [Blu-ray]	BEWARE if you're looking to upgrade your theatrical cut. Scream Factory sells us short again.	You'd think after the Halloween 4 mess in the expensive Halloween boxed set, they would get it right in the Nightbreed boxed set, which us UBER expensive if you consider it's only 3 discs of ONE movie.<br /><br />I purposely went for the boxed set to get both the director's cut AND the theatrical cut on Blu-ray so I could upgrade my theatrical from the DVD. But when I watched the Blu-ray of the theatrical cut, instead of the 5.1 audio track that was promised on the back of the box, I could only get a 2-channel stereo track. Knowing my DVD of the movie has a 5.1 track, I figured maybe there was a problem with my Blu-ray. So I posted my issue on the Scream Factory facebook page, and they were kind enough to respond to the post:<br /><br />Sorry but there is not a 5.1 track on the theatrical cut on all discs. We discovered the misprint that it include it after the wrap had printed.<br /><br />The misprint shouldn't even be considered the problem. They couldn't include the 5.1 audio mix that already exists since it was on the DVD??? So much for Blu-ray giving you the ultimate movie experience. As much as I appreciate all the work Scream Factory does bringing rare films or cuts of films to Blu-ray, it really disappoints when it doesn't deliver on the easiest part--giving the best possible features when they are already available elsewhere!
10645	__label2__	3	Y	Tools	B003BIFMI8	RotoZip JSH5 Jig Saw handle Kit	made it work	There's a lock pin that has no home on my SS560vsc Roto zip.I could send it back and wait for the updated model for that machine but I need it now .it looks like a quality piece,for the money, except for this issue.Removed the pin with my Dremel cut-off wheel then my machine fit/ran perfect in this handle.The only thing is that the top part must be secured somehow to the machine.A large hose clamp and some tubing,that was mentioned here already,will do the trick.
10646	__label2__	4	Y	Office Products	B0006VPH60	Quality Park Extra-Rigid Fiberboard Photo/Document Mailers, 9 x 11.5 Inches, Box of 25 (64014)	Good Quality	I have been looking for something like this all over and some reason it's not very common. These are very nice, sturdy and the flap holds very well, I don't feel the need to double tape it 'just in case' for mailing. Only drawbacks; They are fairly heavy and hard to keep under 13oz when using them to mail products out to my customers, and the price. They are pretty expensive, so I have to use them sparingly.
10647	__label2__	5	Y	Video Games	B00024W1TC	Godzilla: Save The Earth	Action Game Starring Godzilla Himself	My grandson collects anything to do with Godzilla. I found this game for his PS2 starring Godzilla himself and now it's hard to get him off of the PS at all. He loves it.
10648	__label2__	4	N	Pet Products	B0037PFT4C	Petstages Occupi Treat Dog Toy, Small	Need to be creative with this toy	At first, I placed an Occupi busy bars, as directed on the package. Sure, the busy bars entertained my maltese and poodle mix, but not this toy in the beginning.  I gave this toy one last chance to be useful.. and then I finally found out how to use this toy to dispense treats! My dogs love beef liver cubes. I cut the cubes into tiny pieces, small enough to fit down the tube of this toy. Then, I used the Pupperoni treats to plug up the small holes on the sides, and a really big piece of Pupperoni or a beef liver cube to plug up the large end of the tube. With this formula, this toy is now a success! It exhausts and challenges the dogs! It usually takes them quite a while to get all the treats out. Hooray! :) Yeah, if I didn't figure out this technique sooner, then I would have tossed this toy for sure.  So far, this toy has been very durable. Its lasted longer than our tire-based toys.
10649	__label2__	5	Y	Home Improvement	B008RAHK30	Nuvo Lighting 60/4951 Cove Neck One Light Wall Lantern/Arm Down 100 Watt A19 Max. Clear Seeded Glass White Outdoor Fixture	Good Purchase!	This is really a beautiful lamp! Had Amazon install! WOW what a great new feature! This lamp arrived in perfect condition! Electrician put the glass in for me and it fit perfectly! This was just really a perfect purchase!
10650	__label2__	5	N	Jewelry	B00NECDKZ8	Sterling Silver Green Mystic Topaz and Created White Sapphire Oval Halo Pendant Necklace, 18"	Gorgeous	This is just beautiful. The color is deep an rich. The color change is definite but not garish. The colors are just gorgeous. The halo of white sapphire is just beautiful.They are twinkly and bright. The size of the piece is just perfect. It is classy - noticable but not oversized and tacky.<br /><br />They setting and chain look as nice as the stones. I am really happy with this piece.
10651	__label2__	4	Y	Tools	B0000224BJ	MSI-PRO 225-D 51120 Horizontal Quick-Release Toggle Clamps	Woodworkers have got to have em!	If you like to make your own woodworking jigs<br />you know you got to have em.  These are of<br />very high quality, and this is the best price I've found.
10652	__label2__	5	Y	Home Improvement	B003ICY0Q2	Insteon 2440BK RemoteLinc INSTEON Wireless Remote Control, Black	Works great but one suggestion	You gotta have this. I also have one of the very small controllers but I much prefer this larger one as I don't lose it, and it's easy to see.  You can use the HouseLinc free program from SmartHome to program the keys in addition to the older traditional way.  It's so much easier with the software.<br /><br />My only very minor complaint is they should have blank templates.  You can cut a sheet of thin paper and make your own and draw dividing lines between the keys but it's a drag.<br />Perhaps a download and print PDF file?<br /><br />I'll probably get a second unit for upstairs. I like it.
10653	__label2__	4	Y	Baby	B004GCJMLG	Safety 1st Magnetic Cabinet Locks, 8 Locks + 1 Key	They work great but were very difficult for me to install.	I purchased these locks to keep my 2 year old out of our cabinets. They were almost impossible to install. It must be my cabinets or something but it took forever. I had to lay inside the cabinets and move things a millimeter this way and that until they finally started locking. I also needed to fold some small pieces of paper on the underside of the front of the locks in order for them to stick out enough to catch. It took me about 2 hours to get 4 locks in place. Now that they're installed they work great. They keep the cabinets completely closed. You can't even get a finger in there. To open them you just put the magnet on the door and that's it. Simple design and they work great. They're pretty strong as well. I could probably pull pretty hard and break them but there's no way my toddler could.
10654	__label2__	5	Y	PC	B004J6BIJ8	ASUS VH238H 23" Full HD 1920x1080 2ms HDMI DVI VGA Back-lit LED Monitor	Great monitor	I have had this monitor quite some time.  It works excellent and the speakers sound great.  I love ASUS products.
10655	__label2__	5	N	Home	B00GBRO8B8	OXO Good Grips Soap/Lotion Dispenser	Soap/Lotion Dispenser with Wide, Easy-to-Use, Easy-to-Wash Opening - Another OXO Winning Design.	Excellent size, handy soap/lotion dispenser by OXO. As usual, OXO has designed a helpful product. I wanted to put together my own hand soap, using olive oil and aloe vera, plus lemon and a little antibacterial soap. It was easy to do with this dispenser, because it has a very wide opening which made it easy to pour in the contents. It was easy to rinse out, and very simple to use. Now I'm enjoying my own hand soap, playing around with the thickness until I get it just right. I'll probably end up buying a huge bottle of my favorite lemon hand soap as soon as I get tired of experimenting. Either way will work fine in this dispenser.
10656	__label2__	4	N	Video Games	B0047O7XUK	Dead Space 2 Collector's Edition - PC	Like this one WAY MORE than part one gameplay-wise.	The graphics are great, 3d models more polished with a moderate increase of polygon count.<br /><br />The story is a 5% downgrade (jumpscares arent as potent) from the first but the gameplay has become less tedious and felt like a game instead of a beta.I have mixed feelings about final boss of each game, 2's was better but the first one had a much stronger death scene at the end.The game on my first playthrough was 6 hours long, newgameplus was 4 hours, pretty short.<br /><br />The game is pretty replayable, ill play it some more to see if it's as replayable as resident evil 5's storymode.<br /><br />The online was above average, it's unbalanced if you play the mutants though.hm...ill give it a 8.5/10.
10657	__label2__	5	N	Toys	B00IKU7O9C	2014 Hot Wheels Kmart Exclusive Hw Off-Road - Datsun 620 (Blue)	awesome	Been collecting seriously again for three years now.....found this car at Walmart, and had to have it.....love the color, the design, it just really has a great flow
10658	__label2__	3	Y	Watches	B0086WVMRE	Spwatches Stainless Steel Material Elegant Design Blue Hybrid Touch Screen LED Watch,COME WITH FREE KEYCHAIN High Class Design, Leather Band, Support Touchscreen by Spwatches	It's ok.	Don't really wear it.  Picture of it I saw on Amazon showed it on a wrist, and it viewed bigger than it actually is.  Looks like a kid's watch, probably really cool to a teen.  Band is super cheap.  I'll give it away as a gift to a youth in the family.  I like the lights, not quite sold on the tree/brain thing going on there.  The design does look asthetic from a distance.  Kind of strange functioning at times, seemed reliable sometimes, as far as keeping time.  I took it into walmart for a better cheap band replacement,....as I was showing it off to the clerk behind the glass it went into the set mode.  All I did was take it off my wrist...  If your expecting no more than a novelty, go for it.
10659	__label2__	5	Y	Video DVD	B00T797AT4	Masterpiece: Wolf Hall	I have a great interest in Shakespeare	You have to have an interest in this kind of period piece. I have a great interest in Shakespeare. Henry VIII shaped Shakespeare life in a time of religious paranoia. After all, the Pope got a big ten percent of the country's income.<br /><br />Well done with good detail. Alack it is as slow as a snail.
10660	__label2__	5	N	Musical Instruments	B00DZW1CDO	Ernie Ball MVP, Most Valuable Pedal	Very Well Made / More Expressive Options Than a Fixed Sweep Pedal	There are a number of models in Ernie Ball’s pedal series with different features and Amazon will often combine reviews, which (IMO) can be confusing.  To be clear, I’m talking about the MVP 6162 – the straight mono volume pedal plus a tuner jack. There’s no stereo pan functionality and, although the instruction sheet doesn’t specify, based on performance it’s a good bet the pedal uses a 250k audio-taper pot similar to the 6166 and 6180 models – best suited for passive guitar and bass pickups.  I don't usually comment on other reviews but incorrect info shouldn't go unchallenged when it can mislead people. Anyone who says this pedal won't fully cut off volume is wrong or isn’t using it correctly: There are minimum and maximum sweep knobs and turning the minimum knob fully counter-clockwise gives you a heel position that fully cuts off volume (or as fully as turning down the volume pot on your instrument will – I’m not talking scientific detection of incidental line noise/interference here - just practical 'off').  The minimum knob also allows you to set the lower volume ‘floor’ – meaning if you don’t want to fully cut off volume you can maintain some level at the pedal’s full-heel position.  Why might you want to do this? Consistency for one: In a dynamic playing context, you may not have time to tweak the pedal position just so. Quickly going full-heel, confident you’re at the level you want,  can be a real convenience (and your sound person/recording engineer will thank you – even if it’s yourself).  At the other end the maximum knob is somewhat more intuitive:  it allows you to set the toe-full-down maximum volume. By experimenting with min and max settings you can vary the sweep from heel to toe along with the absolute floor and ceiling volume. If you’ve only used a volume pedal with a single fixed sweep – and you wished for either a ‘tighter’ or more-gradual swell, the MVP will provide some useful and possibly more expressive and comfortable options.  In case you’re wondering, turning both the max and min knobs fully down does not give you an ‘anti-volume’ pedal with zero sound, it sets a fairly wide sweep from full off to a relatively low-level maximum.  I got the MVP to replace my trusty-but-scratchy 40+ year-old DeArmond pedal I've had since I discovered as a kid in the 70's that Steve Howe used one. I'm a lefty and lefty instruments were rare and pricey so I converted my own guitars, leaving the knobs on the right-hand side. Because of that I could never manage that Roy Buchanan pinky-twist move with the volume pot and needed a pedal to get 'violin' tones and textures (the EBow was still a couple of years away).  Speaking of comfort, the MVP toe-down position lies parallel to the floor while the DeArmond has a 15-20 degree angle that I always found easy on my ankle – especially if I’m doing a lot of fast movements. It wouldn’t be hard to devise a large wooden shim for the MVP if you feel the same way.  The MVP pedal action is much tighter compared to the DeArmond and I prefer  that because it makes fine control easier (no doubt decades of use have loosened up the DeArmond but even in its prime I remember wishing it were a little stiffer). One thing the DeArmond has that the MVP doesn’t is a side-to-side tone pot function – granted it’s cheesy and will cost you even more in tone than the volume pot itself does, but it’s there. Speaking of impact on pure signal, I couldn’t detect much loss with the MVP – although as always, the longer your cables the more potential degradation.  The MVP’s 3/16” brushed aluminum casing is rugged, has nice mass to sit tight without being excessively heavy, and looks great. The flat, rubberized foot surface has nice ‘tooth’ to it that’s comfortable to use wearing shoes or not.  The min/max knobs are heavy metal (no pun intended) and have solid turn ratios.  I wish the battery door were metal rather than plastic but I like that it’s hinged otherwise it would just scream ‘lose me!’. The battery sits close to the surface and is easy to fish in and out. The review pedal didn’t come with a power supply but I prefer batteries when recording - power supplies can add noise especially at low levels.  If I were back in my club-gig days, tossing equipment in and out of dark trunks, I might question the open access to the pedal’s internal components under the foot control – too easy to get picks and other small items stuck in there and it could be a pain to shake them out.  I can’t comment on the tuner jack function (I’m old school tuning fork and ears).  Bottom Line: The MVP makes for a more flexible-functioning and quieter volume pedal than traditional fixed sweep pedals.  And in this age of ever-thinner plastics the top-notch workmanship is much appreciated.  I’ll still keep my DeArmond for sentimental reasons but the MVP will surely be my go-to volume pedal from now on.
10661	__label2__	5	Y	PC	B00MQ97QGE	Sabrent Ultra Slim USB 3.0 to 2.5-Inch SATA External Aluminum Hard Drive Enclosure [Optimized For SSD, Support UASP SATA III] Silver (EC-UM30)	Incredible value	This is a very cost effective yet fully featured way to make a spare 2.5&#34; HDD or SSD an external hard drive. It comes with a nice leather-ish protection bag, the USB cord, attractive packaging, all for about 13 bucks. Can't beat that!
10662	__label2__	5	N	Kitchen	B00CB3KN8I	Westmark German Multipurpose Garlic Press with Olive Pitter, Nutcracker and Fish Scaler (Grey)	Simplicity, Flexibility, Quality - A Lifetime of Practical Use	[[VIDEOID:8717f46501007f1576b66bb4a3919049]]Just like my simple rubber sink plug - sometimes simple is simply the best. And this all purpose press follows suite with quality that will last a long time.    The one particular aspect I never experienced before... the olive pitter! That right there makes me very, very happy. :)    And I was wondering what the notches were for farther back on the handle.. a fish scaler! Though in truth, I'd probably use my own scaling knife, but that is a neat touch to have on hand in case one can't find the more specialized tool (which happens all to often to me).    -- I received this as a complimentary review product with the aim of hopefully elucidating features and drawbacks that may help you ultimately decide what fits your needs and budget best.
10663	__label2__	4	Y	Home	B000YQER3G	Dritz(R) Heavy Duty Mighty Snap - Black	Fine MEDIUM Duty Snaps	These work OK for medium duty applications. There are heavy duty snaps sold by Northwest Tarp & Canvas for harsh environment duties. Just be sure to purchase quality installation tools. These snaps have black painted buttons but the posts are standard silvery plated metal. Worked OK for some pouch flaps I installed them on.
10664	__label2__	3	Y	Video Games	B002I0GEXM	Disney Epic Mickey - Nintendo Wii	Beautiful graphics, lackluster gaming	Like a lot of gamers, I was very impressed by the early footage from Epic Mickey and Warren Specter's enthusiasm for the project. However, upon playing it, I'm decidedly mixed.<br /><br />THE GOOD<br /><br />The game is visually beautiful, really pushing the Wii's graphical capabilities above and beyond. The cutscenes look incredible, like a real cartoon. The levels are absolutely brimming with visual treats - no boring fields of grass or carbon copies of the same building repeated over and over. Look closely and you'll spot some cool Mickey paraphernalia in some levels.<br /><br />Using old cartoon strips as settings for the 2-D levels is ingenious. It's too bad they don't go on longer and only serve as transitional levels.<br /><br />There is some replay value. There are a lot of pins, which might interest players who like collecting Disney pins in real life. More interesting are the unlockable cartoon reels and concept art.<br /><br />THE BAD<br /><br />The gameplay. It just isn't that exciting. It seems the game was torn between appealing to kids and holding the interests of adult gamers. Epic Mickey was billed as a platformer, but the never reaches anything as exciting as the Mario games. There's some jumping, there are some decent moments, but it's mostly just fetch quests where you have to find an item for somebody. However, the fetch quests often seem forced as they come at random times from people who aren't well developed characters (there are exceptions - I liked Horace the Detective).<br /><br />Other reviewers have criticized the camera system and I do agree. It's not a deal breaker, but there are times when it refuses to give you a clear view of what you need to see.<br /><br />THE UGLY<br /><br />The game is too hard for kids, too easy for adults. I think this game would have benefitted greatly from allowing the user to adjust the difficult setting.<br /><br />THE FINAL WORD<br /><br />At the end of the day, there's a lot of potential in Epic Mickey,but I can't really say it's a great game. It's probably one of the better third-party games for the Wii, but that's not saying a whole lot. I will probably try Epic Mickey 2 because Warren Specter seems aware of Epic Mickey's flaws, but I won't be rushing to get it on Day One.
10665	__label2__	5	N	Video DVD	B00D2D1WVI	Jesse Stone: The Complete Set	Soulful Detective Series	If you like a detective series with a soul, this Jesse Stone series offers it up in the form of haunting and original music, inspired scenery and sets (love Stone's waterside home), quirky and realistic plots, insightful casting, gorgeous cinematography, and a sensitive but tough detective with Tom Selleck playing Jesse Stone.<br /><br />Jesse has a few of his own mysteries to solve, along with the ones he confronts in his work.  Is he ever going to not answer the phone when his ex-wife calls and just forget about her?  Will he be able to stop drinking?  Can he keep his community happy in the small northeastern town he polices and hang onto his job?  Will he ever find a woman who is sympatico?<br /><br />In between battling his own demons, therapy sessions with his shrink (William Devane), and cryptic conversations with just about everybody including his dog, Jesse manages to solve quite a few crimes with his non-police manual methods.<br /><br />In analyzing why this series is compelling, one reason is that it just feels real.  Selleck inhabits the role of Jesse Stone with ease.  You feel like he's playing some aspect of himself.  The secondary characters are strong.  You don't feel like you are watching a show.  You feel like it's real life.  And you care about the characters.  Even the crooks have a sort of likability in some instances.<br /><br />This is the kind of series you could watch every year.  Although another show hasn't been purchased by CBS, Selleck said in an interview that he thinks someone will want to produce another episode.  We hope Selleck is right. In the meantime, you can just re-watch the episodes in this complete set until they do.
10666	__label2__	5	N	Books	1423184629	Far From You	Great book for fans of Veronica Mars.	Sophie Winters is a drug addict. Everyone knows that, but no one will believe that she's been clean for over six months, ever since her parents sent her to her aunt's for a tough love DIY rehab. But no matter what she says, no one believes the OXY pills--- the pills they found in her coat the night she and her best friend Mina walked into the woods together and only Sophie made it out alive --- aren’t hers. With everyone from her parents to Mina's brother believing that Mina was shot at a drug deal gone bad, it's up to Sophie to find the real motive and the real killer.<br /><br />But as she solves the case, Sophie has other issues to deal with, like the combined grief of her best friend's death and the knowledge that though they were both in love, Mina would have never agreed to be with her openly. Complicating things is her attraction to Mina's brother, who has always loved her and is responsible for the car accident that left her in permanent pain and led to her pill addiction. Joining forces with the strange but kind home-school kid who found her and Mina, Mina's ex-boyfriend and Mina's brother, Sophie begins to uncover the cold case that will lead her to solve two town murders.<br /><br />FAR FROM YOU is one part murder mystery, one part painful love story. Told in chapters that alternate between the present and the three most important times of her life --- the car crash, her pill addiction, and Mina's shooting --- it leaves plenty of mysteries unsolved until the final chapters. Sharpe does a great job as painting Sophie's love for Mina as another kind of addiction, an ever-present force in her life she could never really be free of, even as it was hurting her.<br /><br />FAR FROM YOU is a great book for fans of Veronica Mars, yet easily sets itself apart from the trend of YA murder mysteries with its unique love triangle and authentic voice of a teen dealing with addiction.<br /><br />Reviewed by Molly Horan on April 9, 2014.
10667	__label2__	5	Y	Pet Products	B00025JZ9K	Hikari Usa Inc AHK02482 Gold 11lb Large	My Koi Love It	I have used Hikari foods for many years. The koi love it and the is a healthy food. No crappy corn meal in this food.
10668	__label2__	1	N	Furniture	B005DC58FW	Bobkona Michelson 3-Piece Reversible Sectional with Ottoman Sofa Set, Charcoal	sad, cheap couch	$900 may not be much for a couch, but considering you can get a couch on Amazon for $260, shipping included!!! I did have some basic expectations of this one.<br />It feels REALLY cheap, all around. First time I sat on it I was really unhappy. Guess I am spoiled by memory foam :-(. It looks as cheap as it feels. And why would I get BROWN legs with a gray couch?<br />I would have NEVER purchased this couch, at any price, had I seen it in a show room.....<br />Stuck with it now, at least until it falls apart...that shouldn't be too long from now as I have dogs.
10669	__label2__	2	Y	Books	1934554499	Large Family Logistics	Not For Me	I was expecting to like this book much more than I did. There was some practical stuff in the book, but not as much as I would have hoped. This book presents the husband as the authority in the house. In all areas. At all time. Kitchen needs to be remodeled? Husband decides how. Kids need new homeschool curriculum? Ask Dad what he want them to learn. It isn't presented as keeping the husband involved in the goings on of the family or weighing his opinions with yours, it always comes across as you ask him what he wants and then you make it happen. I don't view my role of wife and mother in that way. That is not what submission says to me. That sounds an awful more like slavery than submission. (All the responsibility with zero authority.) It was very hard for me to get passed this aspect of the book. Even when I tried to overlook it, I'd come across her advice that was really more of a personal preference than actual wisdom. She prefers jumpers. (As in those overall type dresses that were popular in the early 90s.) I can get just as much mothering done in my jeans and t-shirt, thank you very much. That is a personal preference. There is nothing holy or even helpful about jumpers. There was plenty of this type of thing sprinkled throughout the book. I was also a bit surprised that the publishers chose the textbook style of printing. It just didn't seem to be a textbook style book of any kind, so the choice of printing was strange to me.<br /><br />Overall, I don't recommend the book. Want something better and along the same lines? Try [[ASIN:1592767923 Smart Martha's Catholic Guide for Busy Moms]] or [[ASIN:B006ZEUAW8 Mrs. Meyer's Clean Home: No-Nonsense Advice That Will Inspire You to Clean Like the Dickens]].
10670	__label2__	5	Y	Home Entertainment	B00F5NB7JK	Roku 1 Streaming Media Player (2710R)	Love this little black box	We've had our Roku over a year now and are quite satisfied with it.  We had a little trouble getting it installed as we have a Samsung tv and they seem to have their own set of instructions and my husband and I are not the brightest on computer gibberish instructions.  But once installed, all is good.  We can now get Netflix which always has something to watch and  of course Amazon Prime has a lot of different shows to watch.  There are several avenues to sign up for that have even more variety but they do come with an additional fee, as does Netflix.  One CAN get too much variety and get addicted to just sitting like lumps of lard on a cold plate and not accomplishing anything at all!<br /><br />It's funny that we now watch several tv series that my husband had made snap judgements on when they first appeared on tv and said they wouldn't be any good and wouldn't watch them, but now thinks they're just great and watches 3 and 4 episodes at a time.  Such as Blacklist. Men can sometimes be so frustrating.  I could just pinch his head off at times!<br /><br />The little remote that comes with Roku is very easy to operate and the actual receiver box that attaches to the tv is very small and unobtrusive.  I don't think anyone could go wrong with the Roku 2710R.
10671	__label2__	5	Y	Toys	B00CQHZ0FU	Fisher-Price Drillin' Action Tool Set	Cant' get enough of it	My little guy watched dad build a deck all summer long and wanted nothing more than to help (he's 2). When he got this, first thing he said was,&#34; I'm going go fix the deck&#34;. He drills and screws all the furniture now. Hours and hours of enjoyment.
10672	__label2__	4	Y	Tools	B003ICY3AU	Akro-Mils 30796 Economy Stacking Nesting Plastic Storage Bin, 8-7/8-Inch Long by 6-5/8-Inch Wide by 5-Inch High, Black, Case of 10	Useful	Useful trays for storing those medium-sized whatsits. The don't fit together so they go straight up and down, which is a tad annoying.  But otherwise I like how simple and robust they are.  No fiddly parts.
10673	__label2__	5	Y	Luggage	B005LB8776	Kenneth Cole Reaction Luggage Take A Hike 22 Inch Wheeled Duffel Bag, Olive, Medium	Very durable, roomy, good looking bag	Very roomy, very sturdy, plenty of pockets and very well made.<br /><br />I used this on vacation recently and was pleased with how much stuff I could put in it. There are several nice sized pockets on the outside of the bag. Interior is very roomy. Don't let the 22&#34; description fool you - you can fit a lot into this bag.<br /><br />It is very well made and very nice looking. I got the Olive color but it looks more like nice tans and champagne colors. Very sharp looking.<br /><br />Heavy duty zippers all over. Handles are very sturdy and thick.<br /><br />Overall excellent purchase. This is a bag that will last years and years and years. Very durable and built to last, while looking great, too.
10674	__label2__	4	Y	Sports	B0001QUJPO	Tetra 201i  Gun Lube	Is "Teflon" really the best?	I have been using Tetra products for several months. They contain a &#34;fluoropolymer&#34; similar to, if not the same as, &#34;Teflon&#34; which is a trademarked brand name.I shoot a lot. It works well and does seem to impregnate into the surface of the metal hopefully providing protection and lubrication in the event you get caught without lube. Other than that I can't say it works any better than any other quality lube for day to day operation. I am still using it, though, so I must be liking it some.
10675	__label2__	2	N	Video DVD	B00AEFYQE2	No Strings Attached	Not funny, without any romantism included, wasting two good actors, this is almost the "level zero" of romantic comedies	I didn't like this film at all and count it as one of my most disappointing viewings ever - and that came as an unpleasant surprise, considering the names of actors and the director. Below, more of my impressions, with some limited SPOILERS.<br /><br />Emma (Natalie Portman) and Adam (Ashton Kutcher) unwillingly keep running into each other - until one day they get really close... Emma however is reluctant to the very idea of a relationship and asks for a &#34;sex only - no strings attached&#34; common operation. Adam, who is much less cynical, agrees after some hesitation (and we can totally understand him - after all, this is Natalie Portman who asks, for God's sake...). Of course, things will not go as smoothly as it is supposed.<br /><br />The general idea wasn't the easiest thing in the world to be handled, I must give that to the director. But Ivan Reitman, even if he didn't make a really good film since &#34;Ghostbusters&#34; in 1984, is an experienced veteran and he could definitely do better than that.<br /><br />The scenario is weak and the potential of both main actors is wasted. There is a couple of jokes, but they mostly turn around Adam's dad, an aging playboy played by Kevin Kline. For the most of time this film is definitely NOT funny - and that is rarely good news for a comedy. As for the romance, well, there is hardly any - I saw more romantism in some butcher shops...<br /><br />I give this film two stars only because I generally like Ashton Kutcher (I found him particularly good in &#34;Butterfly Effect&#34;, &#34;The Guardian&#34;, &#34;My boss's daughter&#34; and &#34;A lot like love&#34;) and of course I would watch Natalie Portman in ANYTHING... But this not-funny, not-romantic, occasionally vulgar film was for me a TERRRRIBLE DISAPPOINTMENT, nowhere near the quality of &#34;Notting Hill&#34;, &#34;While you were sleeping&#34;, &#34;When Harry meets Sally&#34; or &#34;Must love dogs&#34; - gosh, it wasn't even anywhere near the level of &#34;A lot like love&#34; (a lesser, albeit honest film). I am glad that I rented it instead of buying. AVOID!
10676	__label2__	4	Y	Home	B000X2QYCS	UnCommon Artistry® Sterling Silver Large Fancy Earring Backs (Earnuts) (4)	Very big, but very secure	Nice, but a little too big for &#34;average&#34; use.<br />Ordered 6 mm (in plain style) which is a more realistic size for most post earrings.<br />Got the 4 mm by accident and they are way too small.
10677	__label2__	5	N	Grocery	B0017QSTOU	Nutcracker Sweet 20 Bags	A delicious and flavorful black tea	Ah, it’s a definitely American story – in 1969 friends Mo Siegel and Wyck Hay of Colorado began selling the herbal teas that they had previously only made for themselves. From such small beginnings came that famous tea company – Celestial Seasonings.<br /><br />Among Celestial Seasonings’ many products is Nutcracker Sweet Holiday Tea. This wonderful drink is black tea with natural vanilla extract, cinnamon and other natural flavors. It tastes great hot, while staring out the window at a snowy evening, and (surprisingly) tastes even better iced, while sitting outside in the summer heat! I love this tea, and drink it all year round.<br /><br />So, if you want a delicious and flavorful black tea, then I highly recommend your get Celestial Seasonings’ Nutcracker Sweet Holiday Tea.<br /><br />By the way, Celestial Seasonings has some great recipes on their website, including a delicious Nutcracker Sweet Pie!
10678	__label2__	3	Y	Toys	B00CFELU0I	Star Wars The Black Series R2-D2 Figure	NOT 6 inches tall, but for a reason. Read on....	These are &#34;not&#34; 6 inches tall. They are 3 1/4 inches tall and they fit with the other 6&#34; tall figures in this series . Since R2D2 is shorter than the figures of Luke Skywalker and others (which &#34;are&#34; 6 inches tall) the R2D2 has to be half their height to be proportional...Make sense??? It did to me after I returned these twice because they were only 3 inches tall and the guy at Target explained it all to me. Amazon was great about taking them back.
